MTCH||00000001||BaNCS IS||0002||0002||V43||00000004||20270709||202707||00000004||00000||Success
MPMT||02||0001||1||||||||||0010||109517846001||||ZAR||ZAF||000000049600||00000000||U||00000000||20270709||00000000||21955735121112019||05614||Account in liquidation (company)||253011||PFZA||LIFE||RPLTI
MPMT||02||0001||1||||||||||0010||100011221001||||ZAR||ZAF||000000053500||00000000||U||00000000||20270709||00000000||21972322702072027||05614||Account in liquidation (company)||253012||PFZA||LIFE||RPLTI
MPMT||02||0001||1||||||||||0010||108469523001||||ZAR||ZAF||000000026700||20270707||P||20270709||00000000||00000000||21955948421112019||00000||Success||253013||PFZA||LIFE||RPLTI
MPMT||02||0001||1||||||||||0010||100285258001||||ZAR||ZAF||000000023900||20270707||P||20270709||00000000||00000000||21955509321112019||00000||Success||253014||PFZA||LIFE||RPLTI
MPMT||02||0001||1||||||||||0010||800076873001||||NAD||NAM||000000037700||20270707||P||20270709||00000000||00000000||21956500321112019||00000||Success||253015||MFCNA||LIFE||RPLTI
MPMT||02||0001||1||||||||||0010||800125456001||||NAD||NAM||000000018600||20270707||P||20270709||00000000||00000000||21956669021112019||00000||Success||253016||MFCNA||LIFE||RPLTI
MPMT||02||0001||1||||||||||0010||100300989001||||ZAR||ZAF||000000026700||20270707||P||20270709||00000000||00000000||21956621921112019||00000||Success||253017||PFZA||LIFE||RPLTI
MPMT||02||0001||1||||||||||0010||800741147001||||NAD||NAM||000000031100||20270707||P||20270709||00000000||00000000||21957140722112019||00000||Success||253020||MFCNA||LIFE||RPLTI
MPMT||02||0001||1||||||||||0010||800077113001||||NAD||NAM||000000033600||20270707||P||20270709||00000000||00000000||21957191022112019||00000||Success||253021||MFCNA||LIFE||RPLTI
MPMT||02||0001||1||||||||||0010||107512377002||||ZAR||ZAF||000000077000||20270707||P||20270709||00000000||00000000||21957596522112019||00000||Success||253022||PFZA||LIFE||RPLTI
MPMT||02||0001||1||||||||||0010||800738249001||||NAD||NAM||000000093500||20270707||P||20270709||00000000||00000000||21957746722112019||00000||Success||253023||MFCNA||LIFE||RPLTI
MPMT||02||0001||1||||||||||0010||107512377001||||ZAR||ZAF||000000049900||20270707||P||20270709||00000000||00000000||21957580022112019||00000||Success||253024||PFZA||LIFE||RPLTI
MPMT||02||0001||1||||||||||0010||800738249002||||NAD||NAM||000000081500||20270707||P||20270709||00000000||00000000||21957763322112019||00000||Success||253025||MFCNA||LIFE||RPLTI
MPMT||02||0001||1||||||||||0010||104849463001||||ZAR||ZAF||000000074500||20270707||P||20270709||00000000||00000000||21957942922112019||00000||Success||253026||PFZA||LIFE||RPLTI
MPMT||02||0001||1||||||||||0010||104849463002||||ZAR||ZAF||000000053700||20270707||P||20270709||00000000||00000000||21957959722112019||00000||Success||253027||PFZA||LIFE||RPLTI
MPMT||02||0001||1||||||||||0010||800025377002||||NAD||NAM||000000084200||20270707||P||20270709||00000000||00000000||21958164422112019||00000||Success||253028||MFCNA||LIFE||RPLTI
MPMT||02||0001||1||||||||||0010||800025377001||||NAD||NAM||000000065700||20270707||P||20270709||00000000||00000000||21958147722112019||00000||Success||253029||MFCNA||LIFE||RPLTI
MPMT||02||0001||1||||||||||0010||800241142001||||NAD||NAM||000000046800||20270707||P||20270709||00000000||00000000||21960911525112019||00000||Success||253030||MFCNA||LIFE||RPLTI
MPMT||02||0001||1||||||||||0010||800091923001||||NAD||NAM||000000048800||00000000||U||00000000||20270709||00000000||21961246225112019||05614||Account in liquidation (company)||253031||MFCNA||LIFE||RPLTI
MPMT||02||0001||1||||||||||0010||107649823001||||ZAR||ZAF||000000047600||00000000||U||00000000||20270709||00000000||21961010925112019||05614||Account in liquidation (company)||253032||PFZA||LIFE||RPLTI
MPMT||02||0001||1||||||||||0010||100065456001||||ZAR||ZAF||000000041500||20270707||P||20270709||00000000||00000000||21961621825112019||00000||Success||253033||PFZA||LIFE||RPLTI
MPMT||02||0001||1||||||||||0010||103916747001||||ZAR||ZAF||000000052700||00000000||U||00000000||20270709||00000000||21961749125112019||05614||Account in liquidation (company)||253035||PFZA||LIFE||RPLTI
MPMT||02||0001||1||||||||||0010||800043567001||||NAD||NAM||000000057500||20270607||P||20270609||00000000||00000000||21962992725112019||00000||Success||253038||MFCNA||LIFE||RPLTI
MPMT||02||0001||1||||||||||0010||801397456001||||NAD||NAM||000000050800||00000000||U||00000000||20270709||00000000||21962705025112019||05614||Account in liquidation (company)||252039||MFCNA||LIFE||RPLTI
MPMT||02||0001||1||||||||||0010||100888224001||||ZAR||ZAF||000000027500||20270707||P||20270709||00000000||00000000||21963498025112019||00000||Success||253040||PFZA||LIFE||RPLTI
MPMT||02||0001||1||||||||||0010||800356251001||||NAD||NAM||000000017600||20270707||P||20270709||00000000||00000000||21963601425112019||00000||Success||253042||MFCNA||LIFE||RPLTI
MPMT||02||0001||1||||||||||0010||100067545001||||ZAR||ZAF||000000055100||20270707||P||20270709||00000000||00000000||21963578625112019||00000||Success||253043||PFZA||LIFE||RPLTI
MPMT||02||0001||1||||||||||0010||100900219001||||ZAR||ZAF||000000020800||20270707||P||20270709||00000000||00000000||21971210302122019||00000||Success||253041||PFZA||LIFE||RPLTI
MPMT||02||0001||1||||||||||0010||800076544001||||NAD||NAM||000000049200||20270707||P||20270709||00000000||00000000||21971104302122019||00000||Success||253042||MFCNA||LIFE||RPLTI
MPMT||02||0001||1||||||||||0010||1003215441001||||ZAR||ZAF||000000056700||20270707||P||20270709||00000000||00000000||21971028802122019||00000||Success||2532041||PFZA||LIFE||RPLTI
MPMT||02||0001||1||||||||||0010||800043566001||||NAD||NAM||000000047000||20270707||P||20270709||00000000||00000000||21971243202122019||00000||Success||253042||MFCNA||LIFE||RPLTI
MEND||0000000043||00000000000001981600
